MOP_ID,Assembly Model,CBU 1,GBU 1,CBU 2,GBU 2
AM_16_97,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B17,2-bent
AM_16_98,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B16,2-bent
AM_16_99,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B24,2-bent
AM_16_100,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B54,2-bent
AM_16_101,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B55,2-bent
AM_16_102,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B23,2-bent
AM_16_103,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B28,2-bent
AM_16_104,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B29,2-bent
AM_16_105,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B32,2-bent
AM_16_106,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B27,2-bent
AM_16_107,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B42,2-bent
AM_16_108,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B43,2-bent
AM_16_109,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B44,2-bent
AM_16_110,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B49,2-bent
AM_16_111,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B51,2-bent
AM_16_112,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B47,2-bent
AM_16_113,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B19,2-bent
AM_16_114,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B21,2-bent
AM_16_115,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B18,2-bent
AM_16_116,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B52,2-bent
AM_16_117,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B53,2-bent
AM_16_118,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B30,2-bent
AM_16_119,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B26,2-bent
AM_16_120,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B22,2-bent
AM_16_121,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B40,2-bent
AM_16_122,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B34,2-bent
AM_16_123,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B35,2-bent
AM_16_124,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B36,2-bent
AM_16_125,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B37,2-bent
AM_16_126,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B38,2-bent
AM_16_127,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B39,2-bent
AM_16_128,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B41,2-bent
AM_16_129,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B15,2-bent
AM_16_130,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B25,2-bent
AM_16_131,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B31,2-bent
AM_16_132,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B46,2-bent
AM_16_133,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B48,2-bent
AM_16_134,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B50,2-bent
AM_16_135,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B14,2-bent
AM_16_136,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B20,2-bent
AM_16_137,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B17,2-bent
AM_16_138,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B16,2-bent
AM_16_139,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B24,2-bent
AM_16_140,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B54,2-bent
AM_16_141,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B55,2-bent
AM_16_142,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B23,2-bent
AM_16_143,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B28,2-bent
AM_16_144,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B29,2-bent
AM_16_145,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B32,2-bent
AM_16_146,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B27,2-bent
AM_16_147,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B42,2-bent
AM_16_148,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B43,2-bent
AM_16_149,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B44,2-bent
AM_16_150,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B49,2-bent
AM_16_151,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B51,2-bent
AM_16_152,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B47,2-bent
AM_16_153,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B19,2-bent
AM_16_154,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B21,2-bent
AM_16_155,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B18,2-bent
AM_16_156,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B52,2-bent
AM_16_157,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B53,2-bent
AM_16_158,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B30,2-bent
AM_16_159,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B26,2-bent
AM_16_160,(4-planar)x12(2-bent)x24_Oh,[Mo2],4-planar,B22,2-bent
AM_16_161,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B40,2-bent
AM_16_162,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B34,2-bent
AM_16_163,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B35,2-bent
AM_16_164,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B36,2-bent
AM_16_165,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B37,2-bent
AM_16_166,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B38,2-bent
AM_16_167,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B39,2-bent
AM_16_168,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B41,2-bent
AM_16_169,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B15,2-bent
AM_16_170,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B25,2-bent
AM_16_171,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B31,2-bent
AM_16_172,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B46,2-bent
AM_16_173,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B48,2-bent
AM_16_174,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B50,2-bent
AM_16_175,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B14,2-bent
AM_16_176,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B20,2-bent
AM_16_177,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B17,2-bent
AM_16_178,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B16,2-bent
AM_16_179,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B24,2-bent
AM_16_180,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B54,2-bent
AM_16_181,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B55,2-bent
AM_16_182,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B23,2-bent
AM_16_183,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B28,2-bent
AM_16_184,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B29,2-bent
AM_16_185,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B32,2-bent
AM_16_186,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B27,2-bent
AM_16_187,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B42,2-bent
AM_16_188,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B43,2-bent
AM_16_189,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B44,2-bent
AM_16_190,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B49,2-bent
AM_16_191,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B51,2-bent
AM_16_192,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B47,2-bent
AM_16_193,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B19,2-bent
AM_16_194,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B21,2-bent
AM_16_195,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B18,2-bent
AM_16_196,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B52,2-bent
AM_16_197,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B53,2-bent
AM_16_198,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B30,2-bent
AM_16_199,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B26,2-bent
AM_16_200,(4-planar)x12(2-bent)x24_Oh,[Ru2],4-planar,B22,2-bent
AM_16_201,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B40,2-bent
AM_16_202,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B34,2-bent
AM_16_203,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B35,2-bent
AM_16_204,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B36,2-bent
AM_16_205,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B37,2-bent
AM_16_206,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B38,2-bent
AM_16_207,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B39,2-bent
AM_16_208,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B41,2-bent
AM_16_209,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B15,2-bent
AM_16_210,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B25,2-bent
AM_16_211,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B31,2-bent
AM_16_212,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B46,2-bent
AM_16_213,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B48,2-bent
AM_16_214,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B50,2-bent
AM_16_215,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B14,2-bent
AM_16_216,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B20,2-bent
AM_16_217,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B17,2-bent
AM_16_218,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B16,2-bent
AM_16_219,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B24,2-bent
AM_16_220,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B54,2-bent
AM_16_221,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B55,2-bent
AM_16_222,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B23,2-bent
AM_16_223,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B28,2-bent
AM_16_224,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B29,2-bent
AM_16_225,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B32,2-bent
AM_16_226,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B27,2-bent
AM_16_227,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B42,2-bent
AM_16_228,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B43,2-bent
AM_16_229,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B44,2-bent
AM_16_230,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B49,2-bent
AM_16_231,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B51,2-bent
AM_16_232,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B47,2-bent
AM_16_233,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B19,2-bent
AM_16_234,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B21,2-bent
AM_16_235,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B18,2-bent
AM_16_236,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B52,2-bent
AM_16_237,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B53,2-bent
AM_16_238,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B30,2-bent
AM_16_239,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B26,2-bent
AM_16_240,(4-planar)x12(2-bent)x24_Oh,[Fe2],4-planar,B22,2-bent
AM_16_241,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B40,2-bent
AM_16_242,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B34,2-bent
AM_16_243,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B35,2-bent
AM_16_244,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B36,2-bent
AM_16_245,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B37,2-bent
AM_16_246,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B38,2-bent
AM_16_247,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B39,2-bent
AM_16_248,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B41,2-bent
AM_16_249,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B15,2-bent
AM_16_250,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B25,2-bent
AM_16_251,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B31,2-bent
AM_16_252,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B46,2-bent
AM_16_253,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B48,2-bent
AM_16_254,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B50,2-bent
AM_16_255,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B14,2-bent
AM_16_256,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B20,2-bent
AM_16_257,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B17,2-bent
AM_16_258,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B16,2-bent
AM_16_259,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B24,2-bent
AM_16_260,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B54,2-bent
AM_16_261,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B55,2-bent
AM_16_262,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B23,2-bent
AM_16_263,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B28,2-bent
AM_16_264,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B29,2-bent
AM_16_265,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B32,2-bent
AM_16_266,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B27,2-bent
AM_16_267,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B42,2-bent
AM_16_268,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B43,2-bent
AM_16_269,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B44,2-bent
AM_16_270,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B49,2-bent
AM_16_271,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B51,2-bent
AM_16_272,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B47,2-bent
AM_16_273,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B19,2-bent
AM_16_274,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B21,2-bent
AM_16_275,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B18,2-bent
AM_16_276,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B52,2-bent
AM_16_277,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B53,2-bent
AM_16_278,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B30,2-bent
AM_16_279,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B26,2-bent
AM_16_280,(4-planar)x12(2-bent)x24_Oh,[Co2],4-planar,B22,2-bent
AM_16_281,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B40,2-bent
AM_16_282,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B34,2-bent
AM_16_283,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B35,2-bent
AM_16_284,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B36,2-bent
AM_16_285,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B37,2-bent
AM_16_286,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B38,2-bent
AM_16_287,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B39,2-bent
AM_16_288,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B41,2-bent
AM_16_289,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B15,2-bent
AM_16_290,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B25,2-bent
AM_16_291,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B31,2-bent
AM_16_292,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B46,2-bent
AM_16_293,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B48,2-bent
AM_16_294,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B50,2-bent
AM_16_295,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B14,2-bent
AM_16_296,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B20,2-bent
AM_16_297,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B17,2-bent
AM_16_298,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B16,2-bent
AM_16_299,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B24,2-bent
AM_16_300,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B54,2-bent
AM_16_301,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B55,2-bent
AM_16_302,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B23,2-bent
AM_16_303,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B28,2-bent
AM_16_304,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B29,2-bent
AM_16_305,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B32,2-bent
AM_16_306,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B27,2-bent
AM_16_307,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B42,2-bent
AM_16_308,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B43,2-bent
AM_16_309,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B44,2-bent
AM_16_310,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B49,2-bent
AM_16_311,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B51,2-bent
AM_16_312,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B47,2-bent
AM_16_313,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B19,2-bent
AM_16_314,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B21,2-bent
AM_16_315,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B18,2-bent
AM_16_316,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B52,2-bent
AM_16_317,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B53,2-bent
AM_16_318,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B30,2-bent
AM_16_319,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B26,2-bent
AM_16_320,(4-planar)x12(2-bent)x24_Oh,[CuPd],4-planar,B22,2-bent
AM_16_321,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B40,2-bent
AM_16_322,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B34,2-bent
AM_16_323,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B35,2-bent
AM_16_324,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B36,2-bent
AM_16_325,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B37,2-bent
AM_16_326,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B38,2-bent
AM_16_327,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B39,2-bent
AM_16_328,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B41,2-bent
AM_16_329,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B15,2-bent
AM_16_330,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B25,2-bent
AM_16_331,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B31,2-bent
AM_16_332,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B46,2-bent
AM_16_333,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B48,2-bent
AM_16_334,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B50,2-bent
AM_16_335,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B14,2-bent
AM_16_336,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B20,2-bent
AM_16_337,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B17,2-bent
AM_16_338,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B16,2-bent
AM_16_339,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B24,2-bent
AM_16_340,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B54,2-bent
AM_16_341,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B55,2-bent
AM_16_342,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B23,2-bent
AM_16_343,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B28,2-bent
AM_16_344,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B29,2-bent
AM_16_345,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B32,2-bent
AM_16_346,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B27,2-bent
AM_16_347,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B42,2-bent
AM_16_348,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B43,2-bent
AM_16_349,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B44,2-bent
AM_16_350,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B49,2-bent
AM_16_351,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B51,2-bent
AM_16_352,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B47,2-bent
AM_16_353,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B19,2-bent
AM_16_354,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B21,2-bent
AM_16_355,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B18,2-bent
AM_16_356,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B52,2-bent
AM_16_357,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B53,2-bent
AM_16_358,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B30,2-bent
AM_16_359,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B26,2-bent
AM_16_360,(4-planar)x12(2-bent)x24_Oh,[CuNi],4-planar,B22,2-bent
AM_16_361,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B40,2-bent
AM_16_362,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B34,2-bent
AM_16_363,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B35,2-bent
AM_16_364,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B36,2-bent
AM_16_365,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B37,2-bent
AM_16_366,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B38,2-bent
AM_16_367,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B39,2-bent
AM_16_368,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B41,2-bent
AM_16_369,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B15,2-bent
AM_16_370,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B25,2-bent
AM_16_371,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B31,2-bent
AM_16_372,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B46,2-bent
AM_16_373,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B48,2-bent
AM_16_374,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B50,2-bent
AM_16_375,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B14,2-bent
AM_16_376,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B20,2-bent
AM_16_377,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B17,2-bent
AM_16_378,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B16,2-bent
AM_16_379,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B24,2-bent
AM_16_380,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B54,2-bent
AM_16_381,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B55,2-bent
AM_16_382,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B23,2-bent
AM_16_383,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B28,2-bent
AM_16_384,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B29,2-bent
AM_16_385,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B32,2-bent
AM_16_386,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B27,2-bent
AM_16_387,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B42,2-bent
AM_16_388,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B43,2-bent
AM_16_389,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B44,2-bent
AM_16_390,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B49,2-bent
AM_16_391,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B51,2-bent
AM_16_392,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B47,2-bent
AM_16_393,(4-planar)x12(2-bent)x24_Oh,[Ni2],4-planar,B19,2-bent
